74459918.txt,"Glasgow Circuit : Glasgow, April 15, 1828 - L.C.Fol.73(99)"
74459921.txt,"Particular account of the proceedings of the Circuit Court of Justiciary, opened at Glasgow on Wednesday the 8th of April 1795 - APS.3.84.19"
74459922.txt,"Full and particular account of the trials before the Circuit Court of Justiciary, which was opened at Glasgow on Saturday the 8th of September 1798, with the sentence of the different criminals - 6.365(89)"
74459927.txt,"Account of the trial and sentence, of Charles and Margaret M'Mahon, accused of the murder and robbery of a Jew on the Easter Road to Leith - Ry.III.a.2(066)"
74459930.txt,"Account of the trial and sentence of Margaret Kennedy, who was tried before the Circuit Court of Justiciary, at Glasgow, on Thursday last, the 1st of October 1818, and condemned to be executed there, on Wednesday the 4th of November next, for passing forg - Ry.III.a.2(006)"
74459931.txt,"Full, correct, and particular account of the trial and sentence of Mary Elder or Smith, wife of David Smith, farmer at Denside, Parish, of Monikie, and county of Forfar, who was tried at Edinburgh, on Monday the 19th February 1827, for the wilful murder o - F.3.a.14(37)"
74459932.txt,"Coarect [sic] account of the trial and sentence of Peter Meffat [sic], for the murder of his father, at Kilsyth, on the 2d April, 1822, and who is to be executed at Stirling, on Friday the 28th July, 1826 - Ry.III.a.2(070)"
74459935.txt,"Full and particular account of the trial and sentence of William Allan, who was tried at Edinburgh, on Tuesday the 27th of December, 1825, for the barbarous murder and robbery of Alexander McKay, on the 17th September last, and who is to be executed at Ab - Ry.III.a.2(062)"
74459936.txt,"Full account of the trial and sentence of William Pollock, for the barbarous murder of his wife, who is to be executed at Edinburgh on the 22d March - Ry.III.a.2(063)"
74459938.txt,"Account of the interesting trial of John Stewart and Catherine Wright  for the murder and robbery of Robert Lamont on board the Toward Castle Steam Boat on her passage from Inverary to Glasgow, by giving him landanum in his drink, whereby he became insens - L.C.Fol.73(106)"
74459939.txt,"Account of the trial of Robert Ferguson, before the Circuit Court of Justiciary at Inverness, which was opened on the 15th of September, 1812, for the wilful murder of Captain Charles Monro, of his Majesty's 42d Regiment, and for which crime he is to be e - 6.365(101)"
74459956.txt,"Full and particular account of the trial and sentence of Hugh M'Millan, and Euphemia M'Millan, this last of whom is to be executed at Edinburgh on Wednesday the 23d January, 1828, for the murder of Archibald Campbell, teacher of dancing in Edinburgh, by t - Ry.III.a.2(081)"
74459961.txt,"Trials and sentences of the different prisoners who have stood their trials at this circuit - L.C.Fol.73(118)"
74459983.txt,"Full and particular account of the trial and sentence of James Anderson and David Glenn, who are to be executed at the spot where the crime was committed, on Friday, the 12th December 1823, for the murder of John M'Clure, and their bodies to be given for  - F.3.a.13(60)"
74460032.txt,"Account of the trial and sentence of John Campbell and William Helm, accused of culpable homicide, whereby Alexr. Lawson a shearer met his death at Currie - F.3.a.13(98)"
74460073.txt,"Particular account of the trial and sentence of Margaret Boag, at Edinburgh, on Monday 19th January 1824, charged with murdering Elizabeth Low, an old woman of 75 years of age, at Dunning in Perthshire, on the 18th February 1818; or with theft and reset o - F.3.a.14(8)"
74460273.txt,"Forty Whiteboys sentenced to death - L.C.Fol.73(26)"
74460281.txt,"Account of the names and crimes of the different prisoners who have been tried at the spring circuit, Glasgow, where the Honourable the Lord Justice Clerk and Lord Moncrieff presided - L.C.Fol.73(119)"
74460282.txt,"Wednesday, April 26, 1843 - L.C.Fol.73(120)"
74460283.txt,"Glasgow Winter Assizes - L.C.Fol.73(105)"
74460439.txt,"Account of the trial and sentence of Robert Emond, who was tried at Edinburgh on Monday last, for the horrid murder and robbery of his sister-in-law and his niece, in the village of Abbey, near Haddington, by cutting their throats, and nearly severing the - F.3.a.13(83)"
74460441.txt,"Case of supposed murder of a child - Ry.III.a.2(112)"
74460579.txt,"Trial & sentence of two men and two women before the High Court of Justiciary at Edinburgh, on Wednesday the 5th of this month, November, 1823 for the barbarous murder of Mr John M'Clure in July last, as he was returning from Ochiltree sacrament to Ayr, w - L.C.Fol.73(66)"
74460580.txt,"Account of the trial and sentence of Mrs. Cocker, who travelled the country with a show, accused of the murder of her own daughter, a girl about 9 years of age, in the parish of Kilbarchan, on the 20th of September last, by wounding her in various parts o - L.C.Fol.73(072)"
74460582.txt,"Trial & sentence of James Bell, Private in the Fifth Dragoon Guards, for the murder of Serjeant-major Moorhead, by shooting him with a pistol at Piershill Barrachs, on Sunday the 17th May last - F.3.a.14(72)"
74460585.txt,"Trial & sentence of Samuel Maxwell, James Donnelly, Robt. Muir and Alex. Hamilton convicted of breaking into and robbing the dwelling house of Alex. Arniel, farmer at Caplin, in the parish of Neilston, on the 12th or 13th November, 1819 - L.C.Fol.73(16)"
74460587.txt,"Full, true and particular account of the trial and conviction this day, before the High Court of Justiciary, of the great and most notorious thief John Wilson, and of his companions Duncan Robertson and Thomas Hamilton, for three different robberies and h - Ry.III.a.2(106)"
74460591.txt,"Full and Particular Account of the trial and sentence of William M'Toague [sic], and John M'Crevie, who are to be executed at Glasgow on Wednesday the 19th May next 1824, for issuing forged notes, and for housebreaking and theft - F.3.a.14(26)"
74460592.txt,"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton, who are to be executed at Edinburgh, on Wednesday 18th August, for the assault, rape, murder and robbery of Margaret Paterson, and their bodies to b - F.3.a.14(57)"
74460593.txt,"Trial and sentence of Allan Grant, James Kenny Stewart, Mary Muirhead and Isabella Kerr or Gray - Ry.III.a.2(076)"
74460595.txt,"Account of the trial and sentence of Andrew Ewart, for the murder of Henry Pennycook, in the church yard of Libberton ... who is to be executed at Edinburgh on the 19th day of March [1828] next - Ry.III.a.2(82)"
74460596.txt,"Full and particular account of the trial and sentence of Andrew Ewart, who is to be executed at Edinburgh, on ... 19th March [1828] next, for murder, etc. - Ry.III.a.2(83)"
74460597.txt,"Full and particular account of the trial and sentence of Charles McEwen, who is to be executed at Edinburgh, on Wednesday the 7th April, 1824, for the barbarous murder of Margaret Money (Mooney), and his body to be given for dissection - F.3.a.14(19)"
74460598.txt,"Trial and sentence of David Haggart, for the murder of the Dumfries jailor, who is to be executed at Edinburgh, on ... the 18th day of July next - Ry.III.a.2(016)"
74460599.txt,"Full and particular account of the trial and sentence of Donald Elphinstone, who is to be executed at Edinburgh, on Wednesday morning, the 28th of July, 1824, for the Murder of Mary Stark, or Croket, his mother-in-law, on the 20th of Februrry last, in Lib - F.3.a.14(27)"
74460601.txt,"Full and particular account of the trial of Donald Rankine who ... was found guilty of the crime of robbery, for which he was condemned to be executed at Inverary on 18th of January 1822 - L.C.Fol.74(74)"
74460603.txt,"Full true and particular account of the trial and sentence of William Gilchrist, George Gilchrist, and James Brown, who were tried before the High Court of Justiciary on Wednedsay 13th July, on a charge of abstracting a box from the Prince Regent coach fr - F.3.a.13(51)"
74460605.txt,"Trial & sentence of James Bryce, labourer, Airdrie, for the horrid murder of John Geddes - L.C.Fol.74(337)"
74460607.txt,"Full and particular account of the trial and sentence of James Dalrymple, for the horrid ... murder of Donald Fraser, labourer, on ... the 23d February last, on the road near Linlithgow, by shooting him, and who is to be executed on ... the 3d June, 1840 - L.C.Fol.74(205)"
74460608.txt,"Account of the trial and sentence of James Glen for the barbarous murder of his own child 2 years old, and who is to be executed on the 12th day of December next - Ry.III.a.2(080)"
74460609.txt,"Trial & sentence of James Gordon who is to be executed at Dumfries, on the 6th June, 1821, for the barbarous murder of James Elliot, a poor pedlar boy, by knocking him on the head with a wooden clog, in a lonely muir, in November last - L.C.Fol.73(19)"
74460610.txt,"Full and particular account of the trial and sentence of James Mitchell and John Sharp, who were tried before the High Court of Justiciary on Monday last, 11th July, and who are to be executed at Edinburgh, on Wednesday the 17th August, 1825, for highway  - F.3.a.13(99)"
74460611.txt,"Account of the trial and sentence before the High Court of Justiciary this day Thursday, of James Sime for housebreaking & theft, who is to be executed at Edinburgh on the 15th August next - L.C.Fol.74(289)"
74460614.txt,"Account of the trial and sentence of JOHN STEWART and CATHERINE WRIGHT, who were found guilty at Edinburgh on Tuesday last of the horrid Murder and Robbery of Robert Lamont on board the Toward Castle Steam Boat, and Sentenced to be Executed at Glasgow on  - L.C.Fol.73(107)"
74460615.txt,"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton who are to be executed at Edinburgh, on Wednesday the 18th of August 1830, for the assault, rape, murder and robbery of Margaret Paterson, and their  - F.3.a.13(10)"
74460616.txt,"Account of the trial and sentence of John Wilson and Duncan Fraser, two young men belonging to Edinburgh, who are to be Executed at Edinburgh, on Wednesday the 28th, day of January, 1824. for breaking into the Shop of James Smyth Taylor, St. Mary's Wynd E - F.3.a.14(7)"
74460620.txt,"Full and particular account of the trial and sentence of Rober [sic] Emond, who is to be executed at Edinburgh, on ... 17th of March, 1830, for the barbarous murder of Mrs. Franks and her daughter, near Haddington, etc. - Ry.III.a.2(094)"
74460621.txt,"Full, true and particular account of the trial and sentence of Thomas Beveridge, who is to be executed on the 2d of December next, for the murder of his wife, on the 2d of October, 1831, and his body given for dissection - F.3.a.13(14)"
74460623.txt,"Account of the trial and sentence of Thomas Hay, for stabbing William Moffat, in Leith, on the 18th of July last, and before his sentence is carried into execution he is to be lashed through the town of Leith on Wednesday 18th February 1824 - F.3.a.14(9)"
74460626.txt,"Account of the trial and sentence of William Divan, before the High Court of Justiciary at Edinburgh, on Monday the 14th day of June, 1824, accused of murdering his own wife in the Gorbals of Glasgow, on the 6th of April last, by cutting her throat with a - L.C.Fol.73(73)"
74460627.txt,"Full ... account of the trial and sentence of William Hardie, gamekeeper before the High Court of Justiciary ... for shooting at William Boyles, or Bailes, with intent to murder - L.C.Fol.74(237)"
74460628.txt,"Full and particular account of the trial and sentence of William Pollock, who is to be executed at Edinburgh ... 22d March, 1826, for the awful murder of his wife, etc. - Ry.III.a.2(064)"
74460630.txt,"Full and particular account of the trial & sentence of John Counterfeit, who was sentenced to be pillored at the Cross of Edinburgh, on Wednesday, 14th March, 1821, for willful imposition, &c. - APS.5.96.1"
74460631.txt,"Interesting account of the trial and sentence of Mary M'Kinnon, who is to be executed at Edinburgh, on Wednesday the 16th of April next, for the murder of William Howat, by stabbing him in the breast with a table knife, and her body given for public disse - Ry.III.a.2(034)"
74460632.txt,"True account of the interesting trial of Robert Makintosh [sic], who was tried at the Circuit Court of Justiciary of Aberdeen for the cruel murder of Elizabeth Anderson … - APS.5.96.2"
74460633.txt,"Full ... account of the trial of, and sentence upon ... David Dobie and John Thomson, for the violation, robbery and murder of Margaret Paterson, etc. - F.3.a.14(58)"
74460634.txt,"Full, true and particular account of the trial and sentence of Robert Johnston, George Galloway, and James Lees, for assault and robbery ... on the High Road, South of St. Patrick's Square, Edinburgh, etc. - Ry.III.a.2(007)"
74460635.txt,"Wonderful trial of a priest for the horrid and cruel murder of a young lady, (whom he had seduced,) and her mother, after robbing them of an immense fortune; with an account of other five girls whom he had betrayed all of whom he had privately married; wi - F.3.a.13(105)"
74460636.txt,"Particular account of the proceedings on the state trials [of prisoners concerned in the riots at Bonnymuir], which commenced at Stirling on the 13th July, 1820 - L.C.Fol.73(008)"
74460637.txt,"Full, true and particular account of the trial and sentence of John Ramsay, who was tried a second time on the charge of rioting at Ayr - L.C.Fol.74(239)"
74460638.txt,"Glasgow, 26th April, 1826 - L.C.Fol.73(086)"
74460639.txt,"Glasgow, April 12th, 1824 - L.C.Fol.73(070)"
74460640.txt,"Glasgow, April 23d, 1823 - L.C.Fol.73(51)"
74460642.txt,"Trials & sentences of all the different prisoners who have stood their trials before the Circuit Court of Justiciary which commenced on Monday last, when two young men were sentenced to be executed on Wednesday the 29th of October next, for robbery - L.C.Fol.73(050)"
74460643.txt,"Glasgow, April 18th, 1822 - L.C.Fol.73(029)"
74460646.txt,"Trials & sentences of all the different prisoners who have stood their trials before the Circuit Court of Justiciary which commenced at Glasgow on Wednesday the 23d of April, 1823, when two young men received the awful sentence of death, and are to be exe - L.C.Fol.73(052)"
74460649.txt,"Trials concluded Glasgow spring circuit - L.C.Fol.73(130)"
74460650.txt,"Trials for rape, &c. of D. Dobie, J. Thomson and D. Bertie, before the High Court of Justiciary - July 12 and 14 - F.3.a.14(60)"
74460651.txt,"Trials for rape, &c- D. Dobie, J. Thomson and D. Bertie - F.3.a.13(9)"
74460687.txt,"List of those who are indicted, and to be tried before the Circuit Court of Justiciary, to be opened at Glasgow on Tuesday the 20th day of September 1791 - 6.365(86)"
74460803.txt,"Particulars of the life, trial, character, and behaviour of Margaret Dickson, aged 22, who was executed at Edinburgh, on Monday, Feb 1, 1813 for the murder of her bastard child - APS.4.98.8"
74460829.txt,"Account of the trial, sentence and execution of Daniel Grimshire, which took place at Reading ... on ... 4th March, 1824, for the ... murder of his own child - F.3.a.14(20)"
74460842.txt,"Full and particular account of the trial and sentence of Hugh M'Millan, and Euphemia M'Millan, this last of whom is to be executed ... 23d January, 1828, for the murder of Archibald Campbell, teacher of dancing in Edinburgh, by throwing vitriol in his fac - F.3.a.14(043)"
74460843.txt,"Account of the trial and sentence of Margaret Boag ... charged with the atrocious murder of an old woman ... at Dunning in Perthshire, with the account how the murder, &c. was discovered, which was committed six years ago - Ry.III.a.2(051)"
74460844.txt,"Full, correct, and particular account of the trial and sentence of Mary Elder or Smith, wife of David Smith, Farmer at Denside, Parish of Monikie, and county of Forfar, who was tried at Edinburgh, on Monday the 19th February 1827, for the wilful murder of - Ry.III.a.2(077)"
74460845.txt,"Whole trial, confession and sentence, of Mr. Robert Irvine chaplain to Baillie Gordon, who was this day execute at the Green-side betwixt Leith and Edinburgh, for murdering of John and Alexander Gordon - Ry.III.c.36(34g)"
74460846.txt,"Particular account of the trial and sentence of Robert Scott ... who is to be executed ... on ... 29th October, 1823, for the ... murder of James Aitchison, cooper, and Robert Sim, horse-dealer, Greenlaw ... near Earlston - L.C.Fol.73(62)"
74460847.txt,"Full and particular account of the trial and sentence of Robert Scott, who is to be executed at the spot where he committed the horrid deed, on Wednesday 29th October, 1823, for the barbarous murder of James Aitcheson ... and Robert Sim ... on the road to - Ry.III.a.2(046)"
74460853.txt,"Account of the trial of John Armstrong, in the High Court of Justiciary, for shop-breaking and theft, who is to be executed at Edinburgh on Wednesday the 17th day of January, 1810 - APS.3.84.22"
74460869.txt,"Full and particular account of the trial and sentence of Robert Tennant, who is to be executed at Stirling, on Wednesday morning, the 2d of October and his body buried within the precincts of the jail there, for the horrid murder of William Peddie, labour - F.3.a.13(96)"
74460876.txt,"Account of the curious trial of Steeny Sly before the Jury Court at Stirling on Wednesday last, for stealing a kiss from Miss Peggy Prudence, as she was looking out of her window in the 2nd story of her house in the town of St. Ninian's, while he was pass - L.C.1268(047)"
74460884.txt,"Account of the trials and sentences in the Dumfries and Glasgow Circuits, when four persons werr [sic] sentenced to be executed on the first of June 1825 - F.3.a.14(33)"
74460885.txt,"List of the trials and sentences of the various prisoners who have appeared before the Circuit Court of Justiciary, which opened at Glasgow, on Monday the 21st of Sep. 1829 - L.C.Fol.73(109)"
74509104.txt,"Full and particular account of the trial and sentence of Hugh McMillian [sic] and Euphemia McMillian [sic] - L.C.Fol.74(99)"
74459153.txt,"Dark Bonnymuir - APS.4.86.4"
74459890.txt,"Full, true, and particular account of the execution of Andrew Hardie and John Baird, who were hanged and beheaded at Stirling ... September 1820, for high treason, together with their behaviour at the place of execution - Ry.III.a.2(012)"
74459945.txt,"Copy of two letters from the late Andrew Hardie, the former written to his uncle, dated Stirling Castle, 5th September, and the latter to his sweetheart the night preceding his execution, dated 7th Sept. 1820 - Ry.III.a.2(011)"
74459948.txt,"Copy of a very interesting letter which was received in Glasgow on Wednesday last  from Andrew White, at Botany Bay, who was engaged in the Battle of Bonnymuir, giving a particular account of the situation of himself and his companions; and many other int - L.C.Fol.73(31)"
74460111.txt,"Copy of a Very Interesting Letter from Botany Bay - L.C.Fol.73(22)"
74460214.txt,"Particular account of the execution of John Baird and Andrew Hardie, who were hanged and beheaded at Stirling on Friday the 8th day of September, 1820, convicted of high treason - L.C.Fol.73(14)"
74460583.txt,"Full and particular account of the trial and sentence of Thomas M'Kay who stood his trial before the Special Commission, at Ayr, on Wednesday, the 9th August, 1820, and who is to be hanged, beheaded and quartered, on the 15th September, 1820 - L.C.Fol.73(012)"
74460652.txt,"Account of the trial of James Wilson, which came on before the Lords Commissioners at Glasgow on Thursday and Friday the 20th and 21st of July, 1820. accused of high treason, and who was found guilty, but recommended to the mercy of the Crown - L.C.Fol.73(010)"
74460679.txt,"Following is a particular account of the trial and sentence [of] the Bonnymuir prisoners for high treason - L.C.Fol.73(009)"
74459649.txt,"Paisley officer - L.C.fol.178A.2(198)"
74460730.txt,"Female foot boy -  L.C.1268(020)"
74460822.txt,"History and comical life of Jean Murphy - L.C.1268(21)"
74458993.txt,"Huy and cry after Sir John Barlycorn -  Ry.III.a.10(99)"
74459020.txt,"Tee-total song - L.C.Fol.70(257)"
74459026.txt,"Wee drappie mair - L.C.Fol.70(40a)"
74459058.txt,"Ballyhooly -  L.C.Fol.70(190)"
74459161.txt,"Donald Blue - RB.m.168(145)"
74459170.txt,"Driven from home - L.C.Fol.70(82b)L.C.Fol.70(148)"
74459178.txt,"Epigram on Jock an' Tam - L.C.fol.178A.2(216)"
74459290.txt,"Large coal shed - L.C.Fol.70(133)"
74459334.txt,"Meditations of a coal horse at a toll bar - L.C.1268(150)"
74459467.txt,"Teetotallers' defeat - L.C.Fol.178A.2(043)"
74459549.txt,"Drunkard's raggit wean - L.C.Fol.70(177)"
74459550.txt,"Drunkard's raggit wean - RB.m.143(212)"
74459551.txt,"Drunkard's raggit wean - RB.m.168(150)"
74459627.txt,"Moderate man's advice against extravagant drinking; or, Enough is as good as a feast - Ry.III.a.10(38)"
74459638.txt,"New Year - L.C.fol.178A.2(104)"
74459655.txt,"Poor drunkard's child - RB.m.169(086)"
74459668.txt,"Reformed drunkard, an answer to the raggit wean - L.C.fol.178A.2(018)"
74459702.txt,"Teetotal Mill - L.C.Fol.178A.2(016)"
74459709.txt,"Unco change - L.C.fol.178A.2(235)"
74459710.txt,"Unco change - L.C.Fol.178A.2(115)"
74459819.txt,"Parody on the Lammy - L.C.1270(02)"
74459894.txt,"Lord Provost and magistrates of the city of Edinburgh, the Sheriff Depute and Justices of the Peace for the County of Mid-lothian - L.C.Fol.74(263)"
74460400.txt,"On a Comfortable Cup of Tea - RB.m.143(107)"
74509174.txt,"Orphan boy - RB.m.169(061)"
74459003.txt,"New song called the Bridgeton tragedy - RB.m.169(032)"
74459128.txt,"Carroline of Edinborough town - APS.3.96.25"
74459369.txt,"Norval on the Grampian Hills - RB.m.143(023)"
74459629.txt,"Mother of jealousie; or, The husband's lament, that he should part with his wife by reason of her jealousie of him - Ry.III.a.10(27)"
74459656.txt,"Poor forsaken village maid - L.C.Fol.70(142)"
74459901.txt,"Account of that barbarous murder on the body of a shearer, in the village of Currie near Edinburgh, by some journeymen masons on Monday last - Ry.III.a.2(079)"
74459946.txt,"Particular account of the unfortunate Miss Elizabeth Wilson, a female of seduction - F.3.a.13(97)"
74460021.txt,"Warning to the public; being a lamenable [sic] instance of gronudless [sic] suspicion - Ry.III.a.2(024)"
74460039.txt,"Account of the life and transactions of Mr Richardson, late minister at Largs, how he committed suicide, by cutting his own throat - APS.4.200.06"
74460081.txt,"Full and particular account of the abduction of a young lady and awful suicide committed by a Captain M. ... near Stratford - F.3.a.13(1)"
74460130.txt,"Disappointed Love - Ry.III.a.2(044)"
74460150.txt,"Dreadful Warning To Parents - F.3.a.13(43)"
74460151.txt,"Dreadful Warning! To All Lovers - Ry.III.a.2(032)"
74460266.txt,"Fatal love - F.3.a.13(4)"
74460370.txt,"Melancholy Suicide of Miss Ann Bennitt - L.C.Fol.74(243)"
74460461.txt,"Suicide of William Pollock - L.C.Fol.74(397)"
74460462.txt,"Suicide of Wm. Pollock - Ry.III.a.2(065)"
74460858.txt,"Farther particulars about William Pollock who hanged himself in the jail of Edinburgh on ... the 20th March, 1826, with his last dying declaration in a letter to a gentleman the night before his death - L.C.Fol.74(395)"
74458982.txt,"Cronie o' mine - L.C.Fol.70(065)"
74459016.txt,"Sailors adventures in Edinburgh - L.C.fol.178A.2(097)"
74459051.txt,"Arrah cushla Biddy won’t you take me now? - L.C.Fol.178A.2(45)"
74459052.txt,"Auld Edinburgh cries - L.C.Fol.70(013)"
74459138.txt,"Coal Jock - L.C.Fol.70(035)"
74459343.txt,"Mungo M'Gill - L.C.Fol.178A.2(112)"
74459344.txt,"Mungo M'Gill - RB.m.169(021)"
74459421.txt,"Room, room for a rover - RB.l.262(111)"
74459461.txt,"Tammie the tollman - L.C.Fol.70(023)"
74459518.txt,"Carter's horse - L.C.1268(147)"
74459562.txt,"Flare-up factory girl - L.C.Fol.70(94c)/L.C.Fol.70(172)"
74459646.txt,"Orphan boy - L.C.Fol.178A.2(116)"
74459685.txt,"Showman - L.C.Fol.74(315)"
74459739.txt,"R------ P------'s complaint of his hard fate, or The town officer's lament for the loss of his coat - Ry.III.a.10(77)"
74459869.txt,"Curious and en[tertai]ng account of the New Year's Day in Auld Reekie - L.C.1268(014)"
74460380.txt,"Mr John Dowie, Libberton's Wynd, Edinburgh - L.C.1268(148)"
74601382.txt,"Who But I Quoth Finlay - Ry.III.a.10(43)"
74458974.txt,"Deil's boolin' match on Montrose Green - APS.3.84.25"
74458983.txt,"Day wi' the rabbits at West Preston, Kirkbean - APS.4.90.37"
74459002.txt,"New song called the bold M'Lusky - L.C.fol.178A.2(033)"
74459031.txt,"Full and particular account, of the great battle between Johnson and Halton on Monday the 7th March,1825, in a field, 12 miles west of Edinburgh, for fifty pounds sterling - L.C.1268(066)"
74459049.txt,"Arab's farewell to his horse - L.C.1269(173a)"
74459187.txt,"Fitba Wull - L.C.Fol.70(057)"
74459500.txt,"Boar hunt - L.C.1269(164a)/L.C.1269(285)"
74460007.txt,"Poem on the Race of Leith, October, Twenty Second - Ry.III.c.36(142)"
74460085.txt,"Battle Between Simon Byrne and Deaf Burke - F.3.a.13(79)"
74460140.txt,"Dreadful and fatal pitched battle - L.C.Fol.73(108v)"
74460177.txt,"Elegy on Sandy M'Kay, late the Scotch champion - F.3.a.13(13)"
74460179.txt,"Elegy on the brave M'Kay - L.C.1268(127)"
74460271.txt,"Fight which took place at the Dumbie-Dykes on Friday morning - L.C.Fol.74(231)"
74460352.txt,"Life in Edinburgh! - L.C.1268(115)"
74460353.txt,"Life in Edinburgh regarding an 1825 boxing fight in Edinburgh - L.C.Fol.74(77)"
74460364.txt,"MacKay poisoned - F.3.a.13(12)"
74460371.txt,"Milling among the fair sex - L.C.1268(49)"
74460406.txt,"Whole particulars of that fight between Johnston and Pat Holton - L.C.1268(50)"
74460433.txt,"Full ... report ... of the proceedings at the Northfolk Assizes, against Simon Byrne, the boxer, for killing Sandy Mackay, in the great fight between these two champions - Ry.III.a.2(099)"
74460683.txt,"List of horses book'd, that are to run for the fifty pound sterling plate, set out by the Town of Edinburgh, to be run for on Friday the 14. of June instant, on the sands of Leith - RB.l.106(31)"
74460773.txt,"Full, true and particular account of the great battle fought by Robinson and Crosbie in a field near West Craigs, on Saturday last, the 11th day of June 1825, for 200 sovereigns - L.C.1268(52)"
74460814.txt,"List of the nobility and gentry who appeared at the balls at Kelso Races, October 1783 - L.C.Fol.74(325)"
74509110.txt,"Sporting ladies reply to Mr Reynard the fox's list, or Burlesque, on them, and their profession, &c - LC.1268(002)"
74458973.txt,"Jock M'Whurtle - RB.m.143(194)"
74459000.txt,"New method of describing a military ceremony - APS.4.88.22"
74459074.txt,"Bingen on the Rhine - L.C.1269(305)"
74459110.txt,"Brigadier Mintosh's farewell to the Highlands - S.302.b.2(27)"
74459112.txt,"Britannia, the pride of the ocean - L.C.1269(175a)L.C.1269(307)"
74459158.txt,"Death of Gen. Gordon - L.C.Fol.70(100b)L.C.Fol.70(184)"
74459169.txt,"Drink and be merry or, The bold 42 - L.C.Fol.70(082)"
74459264.txt,"Jessie's dream at Lucknow - L.C.Fol.70(219)"
74459301.txt,"Lines written on the occasion of the anniversary of the Battle of Bannockburn - RB.m.143(111)"
74459325.txt,"Mary Le More - RB.m.169(007)"
